,Date,Station,TempF_Avg,Dew PtF_Low,Humidity%_Avg,Speedmph_Avg,Pressurein_High,Precipin
60,2020-03-01,KTXPAMPA13,55.4,15.6,30,5.0,29.88,0.0
61,2020-03-02,KTXPAMPA13,45.2,26.8,60,5.1,29.98,0.0
62,2020-03-03,KTXPAMPA13,48.2,20.3,51,4.8,30.03,0.0
63,2020-03-04,KTXPAMPA13,45.3,16.2,47,4.2,30.17,0.0
64,2020-03-05,KTXPAMPA13,46.6,21.0,48,6.8,30.5,0.0
65,2020-03-06,KTXPAMPA13,47.3,17.8,44,5.9,30.52,0.0
66,2020-03-07,KTXPAMPA13,53.1,25.9,46,9.2,30.35,0.0
67,2020-03-08,KTXPAMPA13,48.1,34.9,84,8.1,30.11,0.14
68,2020-03-09,KTXPAMPA13,54.1,38.5,72,7.6,30.23,0.1
69,2020-03-10,KTXPAMPA13,56.2,38.1,66,6.7,30.27,0.0
70,2020-03-11,KTXPAMPA13,57.6,35.8,62,6.4,30.15,0.0
71,2020-03-12,KTXPAMPA13,63.0,32.5,47,6.1,30.06,0.0
72,2020-03-13,KTXPAMPA13,39.4,34.9,91,6.5,30.18,0.74
73,2020-03-14,KTXPAMPA13,42.3,35.6,92,3.3,30.33,0.09
74,2020-03-15,KTXPAMPA13,37.3,34.7,98,4.5,30.41,0.19
75,2020-03-16,KTXPAMPA13,51.6,37.9,87,5.4,30.23,0.0
76,2020-03-17,KTXPAMPA13,48.6,43.5,99,5.9,30.18,0.32
77,2020-03-18,KTXPAMPA13,58.3,46.0,78,6.0,30.0,0.01
78,2020-03-19,KTXPAMPA13,56.4,30.9,63,9.7,30.19,0.19
79,2020-03-20,KTXPAMPA13,36.0,23.5,71,9.4,30.49,0.0
80,2020-03-21,KTXPAMPA13,36.0,22.1,75,6.0,30.42,0.0
81,2020-03-22,KTXPAMPA13,52.7,24.8,66,6.1,30.18,0.0
82,2020-03-23,KTXPAMPA13,53.3,35.4,76,4.8,30.1,0.0
83,2020-03-24,KTXPAMPA13,56.0,35.6,68,5.0,30.03,0.0
84,2020-03-25,KTXPAMPA13,62.6,19.0,45,6.0,29.96,0.0
85,2020-03-26,KTXPAMPA13,72.0,31.5,32,6.1,29.85,0.0
86,2020-03-27,KTXPAMPA13,66.2,37.4,40,6.8,29.82,0.0
87,2020-03-28,KTXPAMPA13,53.0,13.8,35,9.8,30.1,0.0
88,2020-03-29,KTXPAMPA13,49.2,23.2,53,4.4,30.24,0.0
89,2020-03-30,KTXPAMPA13,48.6,39.4,86,7.5,30.13,0.21
90,2020-03-31,KTXPAMPA13,50.5,38.7,80,5.2,30.18,0.0
91,2020-04-01,KTXPAMPA13,58.2,41.2,70,9.3,29.99,0.0
92,2020-04-02,KTXPAMPA13,55.9,27.0,64,7.2,30.05,0.0
93,2020-04-03,KTXPAMPA13,34.9,19.8,68,9.7,30.24,0.0
94,2020-04-04,KTXPAMPA13,42.2,22.6,59,3.2,30.18,0.0
95,2020-04-05,KTXPAMPA13,49.7,32.5,84,8.2,30.05,0.0
96,2020-04-06,KTXPAMPA13,64.4,30.4,66,7.7,29.98,0.0
97,2020-04-07,KTXPAMPA13,69.0,20.8,37,4.3,29.98,0.0
98,2020-04-08,KTXPAMPA13,68.3,24.3,28,6.6,30.06,0.0
99,2020-04-09,KTXPAMPA13,54.0,33.3,55,5.3,30.16,0.0
100,2020-04-10,KTXPAMPA13,52.8,28.9,55,7.1,30.2,0.0
101,2020-04-11,KTXPAMPA13,63.8,30.4,60,7.8,29.92,0.0
102,2020-04-12,KTXPAMPA13,41.6,19.2,70,11.4,30.12,0.0
103,2020-04-13,KTXPAMPA13,28.6,14.7,75,5.6,30.3,0.0
104,2020-04-14,KTXPAMPA13,33.3,25.2,79,2.0,30.33,0.01
105,2020-04-15,KTXPAMPA13,45.9,20.8,61,5.8,30.21,0.0
106,2020-04-16,KTXPAMPA13,56.5,26.6,54,9.6,30.08,0.0
107,2020-04-17,KTXPAMPA13,40.7,24.1,62,7.9,30.25,0.0
108,2020-04-18,KTXPAMPA13,51.0,29.1,69,7.3,30.16,0.0
109,2020-04-19,KTXPAMPA13,58.7,39.9,64,5.0,29.94,0.0
110,2020-04-20,KTXPAMPA13,59.0,38.7,67,3.9,30.05,0.02
111,2020-04-21,KTXPAMPA13,61.6,41.9,68,5.9,30.08,0.03
112,2020-04-22,KTXPAMPA13,58.9,47.3,79,7.0,29.96,0.02
113,2020-04-23,KTXPAMPA13,64.2,29.5,49,4.0,29.95,0.0
114,2020-04-24,KTXPAMPA13,59.9,23.4,50,9.7,30.09,0.0
115,2020-04-25,KTXPAMPA13,55.7,34.5,58,4.4,30.25,0.0
116,2020-04-26,KTXPAMPA13,64.3,35.6,46,8.2,30.24,0.0
117,2020-04-27,KTXPAMPA13,69.5,37.2,43,6.1,30.03,0.0
118,2020-04-28,KTXPAMPA13,70.0,39.4,47,8.3,30.11,0.0
119,2020-04-29,KTXPAMPA13,60.9,20.7,36,7.4,30.29,0.0
120,2020-04-30,KTXPAMPA13,68.1,23.5,30,6.3,30.22,0.0
121,2020-05-01,KTXPAMPA13,79.7,35.6,30,5.7,29.97,0.0
122,2020-05-02,KTXPAMPA13,73.2,37.2,50,6.0,29.99,0.0
123,2020-05-03,KTXPAMPA13,68.7,46.6,66,6.3,30.09,0.0
124,2020-05-04,KTXPAMPA13,73.4,44.2,62,9.0,30.11,0.0
125,2020-05-05,KTXPAMPA13,61.1,28.2,44,5.9,30.31,0.0
126,2020-05-06,KTXPAMPA13,63.6,31.1,36,4.7,30.32,0.0
127,2020-05-07,KTXPAMPA13,66.9,42.4,59,9.9,30.16,0.0
128,2020-05-08,KTXPAMPA13,52.3,26.6,54,9.5,30.38,0.0
129,2020-05-09,KTXPAMPA13,57.1,28.4,44,4.7,30.29,0.0
130,2020-05-10,KTXPAMPA13,54.8,32.2,58,6.2,30.34,0.0
131,2020-05-11,KTXPAMPA13,54.1,30.6,61,10.0,30.28,0.17
132,2020-05-12,KTXPAMPA13,47.9,38.5,90,5.4,30.12,0.02
133,2020-05-13,KTXPAMPA13,66.9,45.5,71,7.8,29.98,0.01
134,2020-05-14,KTXPAMPA13,73.1,47.5,55,6.1,29.92,0.0
135,2020-05-15,KTXPAMPA13,67.5,39.2,75,4.9,29.96,0.03
136,2020-05-16,KTXPAMPA13,67.3,51.6,67,4.1,30.04,0.0
137,2020-05-17,KTXPAMPA13,69.6,44.6,57,3.3,30.14,0.0
138,2020-05-18,KTXPAMPA13,72.2,50.4,59,7.0,30.06,0.0
139,2020-05-19,KTXPAMPA13,70.7,56.7,71,7.5,30.03,0.0
140,2020-05-20,KTXPAMPA13,66.8,57.7,82,9.3,30.01,0.0
141,2020-05-21,KTXPAMPA13,73.8,48.7,66,8.4,29.9,0.0
142,2020-05-22,KTXPAMPA13,71.1,47.1,65,5.3,29.98,0.0
143,2020-05-23,KTXPAMPA13,70.7,42.8,72,10.5,29.92,0.0
144,2020-05-24,KTXPAMPA13,69.2,38.7,63,8.2,29.9,0.36
145,2020-05-25,KTXPAMPA13,57.4,48.0,80,8.4,30.08,0.0
146,2020-05-26,KTXPAMPA13,63.4,37.0,56,4.7,30.07,0.0
147,2020-05-27,KTXPAMPA13,69.5,35.4,45,3.6,30.06,0.0
148,2020-05-28,KTXPAMPA13,68.8,45.7,51,4.6,30.28,0.0
149,2020-05-29,KTXPAMPA13,71.7,49.3,54,3.6,30.32,0.0
150,2020-05-30,KTXPAMPA13,74.5,47.3,47,7.8,30.24,0.0
151,2020-05-31,KTXPAMPA13,72.4,49.1,52,6.9,30.25,0.0
152,2020-06-01,KTXPAMPA13,73.1,51.1,60,6.3,30.21,0.0
153,2020-06-02,KTXPAMPA13,76.5,55.8,61,5.9,30.15,0.0
154,2020-06-03,KTXPAMPA13,80.9,52.0,50,4.1,30.1,0.0
155,2020-06-04,KTXPAMPA13,80.7,52.9,48,5.6,30.0,0.02
156,2020-06-05,KTXPAMPA13,81.2,56.5,52,6.3,30.06,0.0
157,2020-06-06,KTXPAMPA13,82.1,49.6,50,7.6,30.08,0.0
158,2020-06-07,KTXPAMPA13,80.4,55.0,53,10.3,29.97,0.0
159,2020-06-08,KTXPAMPA13,83.2,44.6,52,9.4,29.87,0.0
160,2020-06-09,KTXPAMPA13,65.8,21.6,46,15.4,30.09,0.0
161,2020-06-10,KTXPAMPA13,66.2,33.8,42,3.1,30.28,0.0
162,2020-06-11,KTXPAMPA13,76.9,38.5,33,8.7,30.35,0.0
163,2020-06-12,KTXPAMPA13,78.4,36.1,31,7.8,30.36,0.0
164,2020-06-13,KTXPAMPA13,79.9,36.7,29,6.9,30.23,0.0
165,2020-06-14,KTXPAMPA13,78.9,46.0,37,8.3,30.19,0.0
166,2020-06-15,KTXPAMPA13,77.8,42.6,38,7.3,30.23,0.0
167,2020-06-16,KTXPAMPA13,78.7,49.8,48,8.4,30.19,0.0
168,2020-06-17,KTXPAMPA13,80.4,57.0,53,10.7,30.07,0.0
169,2020-06-18,KTXPAMPA13,79.7,54.5,51,4.8,30.0,0.0
170,2020-06-19,KTXPAMPA13,71.8,54.7,71,6.1,30.09,0.23
171,2020-06-20,KTXPAMPA13,73.6,53.6,66,4.7,30.2,0.25
172,2020-06-21,KTXPAMPA13,76.8,63.5,77,8.8,30.02,0.0
173,2020-06-22,KTXPAMPA13,76.6,59.9,66,6.0,30.19,0.28
174,2020-06-23,KTXPAMPA13,73.4,55.8,68,4.0,30.16,0.01
175,2020-06-24,KTXPAMPA13,76.9,54.1,60,6.2,30.13,0.0
